Word,N,Mean,SD
worst,28,2.392857143,1.523623501
worth,23,1.826086957,1.230379613
worthless,24,1.708333333,1.041702898
would,45,1.888888889,1.748014747
wound,26,3.769230769,2.122407921
wounded,25,3.16,2.115025611
wow,25,2.8,2.140872096
wrap,25,5.12,2.127596453
wrapped,25,4.4,2.273030283
wrecked,33,2.666666667,2.116404183
wrestling,41,4.268292683,2.302437733
wrist,28,6.392857143,0.916486274
write,25,4.48,2.451530134
writer,27,3.407407407,2.422002656
writing,35,4.771428571,2.579166695
written,23,3.608695652,2.407169791
wrong,26,2.961538462,2.217760478
wrote,28,3.107142857,1.969005873
yard,29,5.75862069,1.975839287
yarn,25,5.16,1.795364401
yawn,49,4.551020408,2.630440588
yeah,27,2.481481481,2.225211664
year,25,2.64,2.430363484
years,23,1.956521739,1.795911034
yell,26,4.5,1.96468827
yellow,24,5.708333333,2.01038968
yes,25,4.76,2.696911814
yesterday,31,3.322580645,2.256650863
yet,28,2.892857143,2.00627323
yogurt,25,6.76,0.663324958
yolk,25,5.04,2.091251619
you,23,5.304347826,2.224548629
young,26,2.730769231,1.845159989
your,25,4,2.309401077
yours,28,3.321428571,2.480346025
yourself,29,4.586206897,2.398172539
yucky,25,3.84,2.211334439
zebra,25,3.88,2.403469714
zip,25,4.72,2.424183711
zipper,46,6.608695652,0.881369159
zone,27,2.333333333,1.754116039
zoo,45,5.355555556,1.990380909
zoom,28,4.178571429,2.480346025
